outcome,week_end,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Cases,2023-10-21,All,44.5,20.2,35.0,2.2,1.3,517086,861860.0,1042471.0,230,174.0,365.0,999,999
Deaths,2021-11-20,80+,13.8,19.0,5.4,0.7,2.6,29022,36868.0,18401.0,4,7.0,1.0,80,200
Hospitalizations,2021-10-30,65-79,27.1,8.3,0.0,3.3,0.0,59028,168312.0,32952.0,16,14.0,0.0,65,79
Cases,2023-02-04,50-64,207.8,62.9,83.5,3.3,2.5,34169,125516.0,246849.0,71,79.0,206.0,50,64
Deaths,2022-04-30,80+,3.7,7.5,0.0,0.5,0.0,26860,13328.0,44158.0,1,1.0,0.0,80,200
Deaths,2022-09-24,50-64,0.0,0.0,0.0,0.0,0.0,39417,125139.0,246539.0,0,0.0,0.0,50,64
Hospitalizations,2023-07-29,65-79,5.1,0.0,4.1,0.0,1.2,39287,43420.0,171749.0,2,0.0,7.0,65,79
Hospitalizations,2021-09-18,80+,38.6,13.2,0.0,2.9,0.0,31106,52895.0,0.0,12,7.0,0.0,80,200
Hospitalizations,2021-10-23,80+,13.3,14.6,0.0,0.9,0.0,30106,47937.0,6673.0,4,7.0,0.0,80,200
Hospitalizations,2021-07-24,80+,15.3,7.7,0.0,2.0,0.0,32759,52117.0,0.0,5,4.0,0.0,80,200
Hospitalizations,2023-04-29,All,3.7,2.1,3.2,1.8,1.2,538163,860165.0,1040623.0,20,18.0,33.0,999,999
Deaths,2022-11-05,30-49,0.0,0.4,0.0,0.0,0.0,117430,276538.0,347053.0,0,1.0,0.0,30,49
Hospitalizations,2023-02-18,65-79,17.4,18.4,16.3,0.9,1.1,40129,43398.0,171695.0,7,8.0,28.0,65,79
Deaths,2023-09-09,18-29,0.0,0.0,0.0,0.0,0.0,73215,214129.0,161722.0,0,0.0,0.0,18,29
Deaths,2021-10-23,80+,10.0,6.3,0.0,1.6,0.0,30106,47937.0,6673.0,3,3.0,0.0,80,200
Hospitalizations,2023-06-24,All,1.7,0.1,1.8,17.0,0.9,532973,860337.0,1040720.0,9,1.0,19.0,999,999
Deaths,2021-05-08,80+,35.8,2.3,0.0,15.6,0.0,36289,44240.0,0.0,13,1.0,0.0,80,200
Deaths,2022-05-21,50-64,0.0,0.8,0.0,0.0,0.0,43239,133132.0,235218.0,0,1.0,0.0,50,64
Cases,2021-05-15,80+,58.8,13.1,0.0,4.5,0.0,35729,45820.0,0.0,21,6.0,0.0,80,200
Deaths,2022-11-26,65-79,0.0,0.0,0.0,0.0,0.0,41575,43350.0,171612.0,0,0.0,0.0,65,79
Hospitalizations,2021-04-17,80+,87.0,11.5,0.0,7.6,0.0,39089,34683.0,0.0,34,4.0,0.0,80,200
Deaths,2023-06-10,18-29,0.0,0.0,0.0,0.0,0.0,74610,214134.0,161697.0,0,0.0,0.0,18,29
Cases,2021-05-29,80+,57.5,14.5,0.0,4.0,0.0,34769,48292.0,0.0,20,7.0,0.0,80,200
Hospitalizations,2021-10-16,80+,16.5,16.0,0.0,1.0,0.0,30320,49996.0,0.0,5,8.0,0.0,80,200
Hospitalizations,2021-07-31,18-29,9.0,0.7,0.0,12.9,0.0,210867,279504.0,0.0,19,2.0,0.0,18,29
Hospitalizations,2022-08-06,65-79,37.1,38.0,18.3,1.0,2.0,45860,44684.0,169587.0,17,17.0,31.0,65,79
Cases,2021-11-06,80+,91.4,52.5,18.0,1.7,5.1,29553,43800.0,11093.0,27,23.0,2.0,80,200
Cases,2021-07-10,80+,6.0,1.9,0.0,3.2,0.0,33207,51643.0,0.0,2,1.0,0.0,80,200
Cases,2021-09-18,50-64,265.8,54.1,0.0,4.9,0.0,82757,327000.0,0.0,220,177.0,0.0,50,64
Cases,2023-04-29,18-29,55.6,12.6,24.7,4.4,2.3,75493,214091.0,161686.0,42,27.0,40.0,18,29
Deaths,2021-10-30,80+,10.1,6.5,0.0,1.6,0.0,29835,46071.0,8679.0,3,3.0,0.0,80,200
Deaths,2023-11-11,18-29,0.0,0.0,0.0,0.0,0.0,68798,215294.0,162511.0,0,0.0,0.0,18,29
Deaths,2021-11-06,80+,20.3,6.8,0.0,3.0,0.0,29553,43800.0,11093.0,6,3.0,0.0,80,200
Hospitalizations,2021-05-15,All,16.9,1.9,0.0,8.9,0.0,1387913,925369.0,0.0,234,18.0,0.0,999,999
Cases,2021-07-10,30-49,33.1,11.2,0.0,3.0,0.0,280996,481217.0,0.0,93,54.0,0.0,30,49
Cases,2022-03-19,50-64,72.2,27.7,37.0,2.6,2.0,45704,140906.0,224298.0,33,39.0,83.0,50,64
Hospitalizations,2023-02-25,All,10.1,5.0,8.2,2.0,1.2,545222,857371.0,1040416.0,55,43.0,85.0,999,999
Deaths,2021-09-04,80+,31.9,3.8,0.0,8.4,0.0,31387,53047.0,0.0,10,2.0,0.0,80,200
Cases,2021-08-28,80+,107.7,82.8,0.0,1.3,0.0,31562,53137.0,0.0,34,44.0,0.0,80,200
Hospitalizations,2022-09-24,65-79,24.6,23.0,16.9,1.1,1.5,44762,43407.0,171353.0,11,10.0,29.0,65,79
Hospitalizations,2022-09-24,50-64,33.0,8.8,6.9,3.8,4.8,39417,125139.0,246539.0,13,11.0,17.0,50,64
Cases,2021-07-24,50-64,95.7,22.8,0.0,4.2,0.0,102426,311064.0,0.0,98,71.0,0.0,50,64
Hospitalizations,2021-05-08,80+,71.6,2.3,0.0,31.1,0.0,36289,44240.0,0.0,26,1.0,0.0,80,200
Cases,2021-12-04,80+,188.7,178.1,34.7,1.1,5.4,28623,29758.0,25961.0,54,53.0,9.0,80,200
Cases,2021-07-17,80+,24.2,0.0,0.0,0.0,0.0,33027,51912.0,0.0,8,0.0,0.0,80,200
Hospitalizations,2021-06-19,80+,3.0,0.0,0.0,0.0,0.0,33852,50423.0,0.0,1,0.0,0.0,80,200
Hospitalizations,2021-08-07,80+,34.1,15.2,0.0,2.2,0.0,32284,52589.0,0.0,11,8.0,0.0,80,200
Deaths,2022-04-02,80+,0.0,0.0,0.0,0.0,0.0,27040,13879.0,43312.0,0,0.0,0.0,80,200
Cases,2023-02-18,18-29,162.0,52.5,66.8,3.1,2.4,77142,213438.0,161646.0,125,112.0,108.0,18,29
Hospitalizations,2022-02-12,50-64,37.6,5.2,3.8,7.2,9.9,47848,152527.0,208125.0,18,8.0,8.0,50,64
Deaths,2023-04-01,All,0.6,0.1,0.2,6.0,3.0,541142,859045.0,1040539.0,3,1.0,2.0,999,999
Deaths,2021-06-19,80+,0.0,0.0,0.0,0.0,0.0,33852,50423.0,0.0,0,0.0,0.0,80,200
Cases,2022-09-10,50-64,356.7,93.4,150.7,3.8,2.4,40087,125285.0,246259.0,143,117.0,371.0,50,64
Deaths,2021-10-02,80+,35.9,1.9,0.0,18.9,0.0,30671,52751.0,0.0,11,1.0,0.0,80,200
Hospitalizations,2021-09-04,80+,31.9,28.3,0.0,1.1,0.0,31387,53047.0,0.0,10,15.0,0.0,80,200
Deaths,2021-06-12,80+,5.9,4.0,0.0,1.5,0.0,34140,49948.0,0.0,2,2.0,0.0,80,200
Deaths,2021-08-14,80+,6.2,0.0,0.0,0.0,0.0,32042,52760.0,0.0,2,0.0,0.0,80,200
Hospitalizations,2023-01-28,18-29,10.3,1.4,0.6,7.4,17.2,77858,213199.0,161636.0,8,3.0,1.0,18,29
Deaths,2021-12-11,80+,38.7,14.4,3.6,2.7,10.8,28442,27803.0,28010.0,11,4.0,1.0,80,200
Cases,2021-09-25,80+,67.9,47.3,0.0,1.4,0.0,30936,52848.0,0.0,21,25.0,0.0,80,200
Cases,2021-06-05,80+,17.4,6.1,0.0,2.9,0.0,34448,49247.0,0.0,6,3.0,0.0,80,200
Hospitalizations,2021-05-01,80+,78.4,11.9,0.0,6.6,0.0,37001,42149.0,0.0,29,5.0,0.0,80,200
Deaths,2022-05-14,All,0.2,0.3,0.3,0.7,0.7,646969,886432.0,961158.0,1,3.0,3.0,999,999
Hospitalizations,2021-04-10,80+,69.3,9.9,0.0,7.0,0.0,40425,30292.0,0.0,28,3.0,0.0,80,200
Hospitalizations,2023-08-05,65-79,7.6,4.6,5.8,1.7,1.3,39261,43418.0,171751.0,3,2.0,10.0,65,79
Cases,2022-06-18,30-49,306.1,138.4,277.5,2.2,1.1,128401,281885.0,338011.0,393,390.0,938.0,30,49
Cases,2022-05-21,50-64,446.4,184.0,280.2,2.4,1.6,43239,133132.0,235218.0,193,245.0,659.0,50,64
Hospitalizations,2022-05-21,18-29,11.5,0.9,3.3,12.8,3.5,95759,216738.0,152215.0,11,2.0,5.0,18,29
Deaths,2021-05-15,65-79,24.4,1.2,0.0,20.3,0.0,81874,166358.0,0.0,20,2.0,0.0,65,79
Cases,2022-03-19,80+,11.1,42.3,30.3,0.3,0.4,27097,14172.0,42943.0,3,6.0,13.0,80,200
Deaths,2021-07-31,50-64,3.0,0.3,0.0,10.0,0.0,99806,313577.0,0.0,3,1.0,0.0,50,64
Hospitalizations,2023-09-23,All,8.2,3.1,6.1,2.6,1.3,525521,860278.0,1040840.0,43,27.0,63.0,999,999
Hospitalizations,2023-02-18,All,8.4,4.2,7.1,2.0,1.2,546175,856948.0,1040388.0,46,36.0,74.0,999,999
Deaths,2021-11-27,80+,6.9,21.0,0.0,0.3,0.0,28858,33319.0,22158.0,2,7.0,0.0,80,200
Deaths,2021-04-24,80+,15.8,2.6,0.0,6.1,0.0,38015,38918.0,0.0,6,1.0,0.0,80,200
Deaths,2023-02-18,80+,0.0,0.0,4.2,0.0,0.0,24700,11377.0,47122.0,0,0.0,2.0,80,200
Deaths,2021-04-10,18-29,0.0,0.0,0.0,0.0,0.0,353270,54598.0,0.0,0,0.0,0.0,18,29
Cases,2021-07-31,80+,21.5,34.4,0.0,0.6,0.0,32548,52348.0,0.0,7,18.0,0.0,80,200
Deaths,2023-03-04,All,0.4,0.2,0.9,2.0,0.4,544398,857702.0,1040439.0,2,2.0,9.0,999,999
Cases,2023-11-04,65-79,47.5,56.8,51.7,0.8,0.9,37857,44044.0,172280.0,18,25.0,89.0,65,79
Deaths,2022-12-03,All,0.9,0.5,0.1,1.8,9.0,562883,851081.0,1039826.0,5,4.0,1.0,999,999
Hospitalizations,2021-05-29,80+,48.9,4.1,0.0,11.9,0.0,34769,48292.0,0.0,17,2.0,0.0,80,200
Deaths,2022-05-14,18-29,0.0,0.0,0.7,0.0,0.0,96186,217174.0,151504.0,0,0.0,1.0,18,29
Hospitalizations,2021-07-31,80+,21.5,11.5,0.0,1.9,0.0,32548,52348.0,0.0,7,6.0,0.0,80,200
Cases,2021-10-02,80+,68.5,41.7,0.0,1.6,0.0,30671,52751.0,0.0,21,22.0,0.0,80,200
Hospitalizations,2021-04-17,30-49,19.6,0.7,0.0,28.0,0.0,419282,148748.0,0.0,82,1.0,0.0,30,49
Cases,2021-07-03,65-79,20.7,5.3,0.0,3.9,0.0,72516,187809.0,0.0,15,10.0,0.0,65,79
Hospitalizations,2021-10-30,80+,33.5,17.4,0.0,1.9,0.0,29835,46071.0,8679.0,10,8.0,0.0,80,200
Cases,2021-06-19,80+,5.9,0.0,0.0,0.0,0.0,33852,50423.0,0.0,2,0.0,0.0,80,200
Hospitalizations,2021-09-04,30-49,28.6,1.4,0.0,20.4,0.0,237570,516114.0,0.0,68,7.0,0.0,30,49
Hospitalizations,2023-06-24,30-49,0.9,0.4,0.0,2.2,0.0,108055,278401.0,347307.0,1,1.0,0.0,30,49
Cases,2021-05-15,18-29,136.2,10.7,0.0,12.7,0.0,265014,159262.0,0.0,361,17.0,0.0,18,29
Deaths,2021-08-28,30-49,0.8,0.2,0.0,4.0,0.0,243499,512355.0,0.0,2,1.0,0.0,30,49
Hospitalizations,2023-03-18,80+,8.1,26.4,34.0,0.3,0.2,24655,11380.0,47126.0,2,3.0,16.0,80,200
Cases,2022-10-22,50-64,305.1,77.5,103.8,3.9,2.9,37697,125220.0,246635.0,115,97.0,256.0,50,64
Cases,2023-08-05,65-79,20.4,36.9,32.6,0.6,0.6,39261,43418.0,171751.0,8,16.0,56.0,65,79
Deaths,2022-08-27,50-64,0.0,0.8,0.0,0.0,0.0,40343,125946.0,245378.0,0,1.0,0.0,50,64
Cases,2023-07-15,80+,4.1,17.6,23.3,0.2,0.2,24489,11383.0,47130.0,1,2.0,11.0,80,200
Hospitalizations,2021-08-14,30-49,22.4,1.2,0.0,18.7,0.0,254572,504735.0,0.0,57,6.0,0.0,30,49
Hospitalizations,2023-05-20,18-29,4.0,0.5,1.2,8.0,3.3,75004,214136.0,161691.0,3,1.0,2.0,18,29
Deaths,2021-09-18,30-49,4.0,0.0,0.0,0.0,0.0,227597,524734.0,0.0,9,0.0,0.0,30,49
Deaths,2022-11-26,18-29,0.0,0.0,0.0,0.0,0.0,81540,212520.0,161571.0,0,0.0,0.0,18,29
Deaths,2021-05-29,65-79,11.6,0.0,0.0,0.0,0.0,77839,175452.0,0.0,9,0.0,0.0,65,79
Deaths,2023-04-29,All,0.4,0.0,0.1,0.0,4.0,538163,860165.0,1040623.0,2,0.0,1.0,999,999
Cases,2021-06-12,50-64,36.5,5.0,0.0,7.3,0.0,117767,280325.0,0.0,43,14.0,0.0,50,64
Deaths,2023-09-30,30-49,0.0,0.4,0.0,0.0,0.0,105830,278394.0,347333.0,0,1.0,0.0,30,49
Hospitalizations,2022-04-16,30-49,3.0,2.1,1.8,1.4,1.7,131729,288694.0,328103.0,4,6.0,6.0,30,49
Hospitalizations,2023-03-11,80+,36.5,52.7,42.4,0.7,0.9,24673,11378.0,47126.0,9,6.0,20.0,80,200
Cases,2021-07-17,65-79,36.6,7.4,0.0,4.9,0.0,71101,190176.0,0.0,26,14.0,0.0,65,79
Hospitalizations,2021-04-24,50-64,57.6,0.0,0.0,0.0,0.0,168402,134446.0,0.0,97,0.0,0.0,50,64
Cases,2023-08-26,30-49,68.2,26.2,39.7,2.6,1.7,107080,278396.0,347321.0,73,73.0,138.0,30,49
Hospitalizations,2022-04-30,All,5.8,4.0,4.5,1.4,1.3,650306,891088.0,952817.0,38,36.0,43.0,999,999
Cases,2022-08-06,18-29,400.7,148.5,236.2,2.7,1.7,92082,212811.0,158786.0,369,316.0,375.0,18,29
Deaths,2022-01-22,All,16.6,5.6,1.2,3.0,13.8,724665,989128.0,733279.0,120,55.0,9.0,999,999
Cases,2021-06-26,All,15.2,4.2,0.0,3.6,0.0,1221600,1290050.0,0.0,186,54.0,0.0,999,999
Cases,2022-04-09,50-64,106.9,42.8,95.4,2.5,1.1,44900,137887.0,228401.0,48,59.0,218.0,50,64
Hospitalizations,2021-11-27,80+,62.4,48.0,0.0,1.3,0.0,28858,33319.0,22158.0,18,16.0,0.0,80,200
Hospitalizations,2023-07-08,18-29,2.7,0.0,0.0,0.0,0.0,74160,214139.0,161703.0,2,0.0,0.0,18,29
Deaths,2022-02-19,65-79,16.2,8.9,2.6,1.8,6.2,49241,56313.0,153089.0,8,5.0,4.0,65,79
Cases,2021-10-09,80+,39.4,36.4,0.0,1.1,0.0,30481,52266.0,0.0,12,19.0,0.0,80,200
Deaths,2022-11-19,80+,19.9,8.8,4.2,2.3,4.7,25083,11368.0,47093.0,5,1.0,2.0,80,200
Cases,2022-06-11,65-79,170.8,144.6,176.4,1.2,1.0,46831,47037.0,166138.0,80,68.0,293.0,65,79
Hospitalizations,2022-07-16,80+,53.1,100.0,60.7,0.5,0.9,26383,12003.0,46163.0,14,12.0,28.0,80,200
Cases,2021-12-04,All,448.6,198.1,47.4,2.3,9.5,864337,1287028.0,333146.0,3877,2550.0,158.0,999,999
Deaths,2022-06-04,All,0.6,0.1,0.2,6.0,3.0,641809,878533.0,974045.0,4,1.0,2.0,999,999
Deaths,2022-12-03,18-29,0.0,0.0,0.0,0.0,0.0,81009,212601.0,161582.0,0,0.0,0.0,18,29
Deaths,2022-12-17,18-29,0.0,0.0,0.0,0.0,0.0,79968,212771.0,161600.0,0,0.0,0.0,18,29
Hospitalizations,2023-07-01,65-79,10.2,0.0,2.3,0.0,4.4,39376,43427.0,171741.0,4,0.0,4.0,65,79
Hospitalizations,2023-03-04,50-64,17.8,6.4,7.3,2.8,2.4,33780,125603.0,246874.0,6,8.0,18.0,50,64
Cases,2023-03-25,All,78.2,49.3,63.5,1.6,1.2,541869,858761.0,1040518.0,424,423.0,661.0,999,999
Deaths,2023-09-09,50-64,0.0,0.0,0.0,0.0,0.0,32271,125723.0,246940.0,0,0.0,0.0,50,64
Deaths,2023-05-27,All,0.0,0.0,0.0,0.0,0.0,535220,860357.0,1040665.0,0,0.0,0.0,999,999
Hospitalizations,2023-08-12,All,3.8,2.2,3.5,1.7,1.1,528906,860313.0,1040782.0,20,19.0,36.0,999,999
Hospitalizations,2023-11-18,30-49,6.0,2.1,2.9,2.9,2.1,100114,279360.0,348926.0,6,6.0,10.0,30,49
Deaths,2023-06-03,All,0.0,0.1,0.1,0.0,0.0,534701,860357.0,1040674.0,0,1.0,1.0,999,999
Hospitalizations,2022-02-19,50-64,21.2,7.4,1.4,2.9,15.1,47217,148975.0,212791.0,10,11.0,3.0,50,64
Cases,2023-11-18,80+,100.2,128.9,141.6,0.8,0.7,23945,11637.0,47321.0,24,15.0,67.0,80,200
Cases,2021-07-31,30-49,168.0,62.6,0.0,2.7,0.0,266646,496916.0,0.0,448,311.0,0.0,30,49
Cases,2021-06-19,65-79,14.8,2.7,0.0,5.5,0.0,74281,183897.0,0.0,11,5.0,0.0,65,79
Cases,2022-06-25,All,233.0,139.0,249.0,1.7,0.9,635698,868337.0,988583.0,1481,1207.0,2462.0,999,999
Cases,2023-02-25,65-79,169.7,101.4,106.6,1.7,1.6,40075,43402.0,171700.0,68,44.0,183.0,65,79
Cases,2022-08-06,50-64,450.2,173.8,243.7,2.6,1.8,40870,127180.0,243708.0,184,221.0,594.0,50,64
Cases,2022-06-04,80+,116.6,221.7,249.6,0.5,0.5,26586,12627.0,45272.0,31,28.0,113.0,80,200
Hospitalizations,2021-05-15,18-29,9.8,0.6,0.0,16.3,0.0,265014,159262.0,0.0,26,1.0,0.0,18,29
Deaths,2021-05-01,All,2.7,0.3,0.0,9.0,0.0,1471355,709078.0,0.0,39,2.0,0.0,999,999
Hospitalizations,2023-02-11,30-49,7.2,1.4,1.2,5.1,6.0,111258,277686.0,347246.0,8,4.0,4.0,30,49
Deaths,2021-09-25,65-79,7.9,1.0,0.0,7.9,0.0,63251,193577.0,0.0,5,2.0,0.0,65,79
Hospitalizations,2023-11-25,65-79,10.7,20.3,18.5,0.5,0.6,37243,44248.0,172629.0,4,9.0,32.0,65,79
Cases,2023-03-18,80+,24.3,70.3,93.4,0.3,0.3,24655,11380.0,47126.0,6,8.0,44.0,80,200
Deaths,2023-07-22,All,0.0,0.0,0.1,0.0,0.0,530682,860314.0,1040764.0,0,0.0,1.0,999,999
Cases,2023-09-16,18-29,80.6,15.9,31.5,5.1,2.6,73185,214126.0,161725.0,59,34.0,51.0,18,29
Deaths,2023-02-25,All,0.6,0.3,0.1,2.0,6.0,545222,857371.0,1040416.0,3,3.0,1.0,999,999
Hospitalizations,2022-11-26,18-29,7.4,2.8,2.5,2.6,3.0,81540,212520.0,161571.0,6,6.0,4.0,18,29
Deaths,2023-03-04,18-29,0.0,0.0,0.0,0.0,0.0,76784,213571.0,161659.0,0,0.0,0.0,18,29
Deaths,2022-05-14,50-64,0.0,0.7,0.0,0.0,0.0,43533,133809.0,234246.0,0,1.0,0.0,50,64
Cases,2023-12-02,65-79,131.6,99.3,98.4,1.3,1.3,37227,44309.0,172734.0,49,44.0,170.0,65,79
Cases,2023-05-20,50-64,57.6,11.9,23.5,4.8,2.5,32964,125743.0,246910.0,19,15.0,58.0,50,64
Deaths,2023-10-14,50-64,0.0,0.0,0.0,0.0,0.0,31377,125742.0,247106.0,0,0.0,0.0,50,64
Deaths,2023-02-04,30-49,0.0,0.0,0.0,0.0,0.0,111518,277594.0,347241.0,0,0.0,0.0,30,49
Cases,2022-10-29,18-29,176.4,49.5,73.7,3.6,2.4,84477,212127.0,161526.0,149,105.0,119.0,18,29
Cases,2023-05-20,65-79,37.9,32.2,42.5,1.2,0.9,39539,43437.0,171728.0,15,14.0,73.0,65,79
Cases,2021-04-17,50-64,251.2,20.7,0.0,12.1,0.0,186304,101585.0,0.0,468,21.0,0.0,50,64
Hospitalizations,2023-04-08,30-49,5.5,2.2,1.7,2.5,3.2,109729,278197.0,347283.0,6,6.0,6.0,30,49
Hospitalizations,2021-12-25,30-49,82.7,12.6,4.6,6.6,18.0,172845,404756.0,175179.0,143,51.0,8.0,30,49
Hospitalizations,2021-09-25,18-29,11.8,0.3,0.0,39.3,0.0,178597,304724.0,0.0,21,1.0,0.0,18,29
Deaths,2022-05-14,80+,3.7,7.7,0.0,0.5,0.0,26763,13025.0,44628.0,1,1.0,0.0,80,200
Hospitalizations,2022-04-16,65-79,6.2,7.9,5.0,0.8,1.2,48067,50646.0,160443.0,3,4.0,8.0,65,79
Cases,2023-11-04,50-64,117.6,25.4,38.4,4.6,3.1,30620,125775.0,247617.0,36,32.0,95.0,50,64
Deaths,2021-11-13,30-49,0.5,0.2,0.0,2.5,0.0,196498,516743.0,46608.0,1,1.0,0.0,30,49
Cases,2022-06-04,30-49,331.7,168.9,359.9,2.0,0.9,129048,283039.0,336241.0,428,478.0,1210.0,30,49
Deaths,2023-10-07,30-49,0.0,0.0,0.0,0.0,0.0,104936,278564.0,347458.0,0,0.0,0.0,30,49
Cases,2022-07-23,30-49,381.5,188.3,285.6,2.0,1.3,126870,279406.0,341686.0,484,526.0,976.0,30,49
Cases,2022-04-23,All,154.7,115.9,221.5,1.3,0.7,652046,893938.0,947960.0,1009,1036.0,2100.0,999,999
Deaths,2021-05-22,80+,28.4,2.1,0.0,13.5,0.0,35155,47103.0,0.0,10,1.0,0.0,80,200
Hospitalizations,2021-07-03,80+,6.0,0.0,0.0,0.0,0.0,33360,51317.0,0.0,2,0.0,0.0,80,200
Cases,2022-04-16,65-79,39.5,61.2,97.2,0.6,0.4,48067,50646.0,160443.0,19,31.0,156.0,65,79
Hospitalizations,2022-06-11,30-49,4.7,5.7,4.2,0.8,1.1,128697,282377.0,337248.0,6,16.0,14.0,30,49
Hospitalizations,2022-07-09,50-64,38.3,7.7,9.5,5.0,4.0,41738,129197.0,240866.0,16,10.0,23.0,50,64
Hospitalizations,2021-11-20,18-29,10.2,0.3,0.0,34.0,0.0,157265,308782.0,19377.0,16,1.0,0.0,18,29
Deaths,2023-09-23,65-79,0.0,0.0,0.0,0.0,0.0,39028,43414.0,171758.0,0,0.0,0.0,65,79
Hospitalizations,2021-09-11,30-49,21.9,2.3,0.0,9.5,0.0,232678,520775.0,0.0,51,12.0,0.0,30,49
Cases,2021-05-08,50-64,243.6,17.9,0.0,13.6,0.0,146538,195911.0,0.0,357,35.0,0.0,50,64
Deaths,2021-07-31,30-49,1.5,0.0,0.0,0.0,0.0,266646,496916.0,0.0,4,0.0,0.0,30,49
Deaths,2023-02-25,30-49,0.0,0.0,0.0,0.0,0.0,110797,277836.0,347256.0,0,0.0,0.0,30,49
Cases,2023-09-23,50-64,133.9,30.2,53.9,4.4,2.5,32105,125718.0,246945.0,43,38.0,133.0,50,64
Cases,2023-10-28,50-64,100.5,23.8,38.8,4.2,2.6,30857,125795.0,247425.0,31,30.0,96.0,50,64
Cases,2021-05-08,18-29,220.0,15.8,0.0,13.9,0.0,274095,132496.0,0.0,603,21.0,0.0,18,29
Deaths,2023-08-05,18-29,0.0,0.0,0.0,0.0,0.0,73686,214134.0,161713.0,0,0.0,0.0,18,29
Hospitalizations,2021-06-05,30-49,8.1,0.2,0.0,40.5,0.0,307403,422678.0,0.0,25,1.0,0.0,30,49
Hospitalizations,2023-11-11,80+,20.8,60.3,61.3,0.3,0.3,24027,11603.0,47294.0,5,7.0,29.0,80,200
Hospitalizations,2021-04-17,50-64,55.3,3.0,0.0,18.4,0.0,186304,101585.0,0.0,103,3.0,0.0,50,64
Deaths,2021-07-31,All,1.3,0.1,0.0,13.0,0.0,1148000,1398829.0,0.0,15,2.0,0.0,999,999
Hospitalizations,2022-04-09,All,3.5,2.1,2.9,1.7,1.2,655822,898944.0,937807.0,23,19.0,27.0,999,999
Cases,2022-09-10,65-79,129.8,117.1,124.5,1.1,1.0,45457,43539.0,171141.0,59,51.0,213.0,65,79
Deaths,2022-06-25,80+,3.8,8.1,2.2,0.5,1.7,26485,12274.0,45782.0,1,1.0,1.0,80,200
Hospitalizations,2023-04-29,30-49,5.5,1.4,0.9,3.9,6.1,109218,278370.0,347292.0,6,4.0,3.0,30,49
Hospitalizations,2022-12-24,80+,48.3,149.5,106.1,0.3,0.5,24842,11369.0,47114.0,12,17.0,50.0,80,200
Cases,2021-09-25,30-49,197.1,70.6,0.0,2.8,0.0,223214,528608.0,0.0,440,373.0,0.0,30,49
Cases,2023-06-24,30-49,15.7,4.3,10.1,3.7,1.6,108055,278401.0,347307.0,17,12.0,35.0,30,49
Cases,2022-06-11,80+,105.5,248.7,189.0,0.4,0.6,26548,12467.0,45506.0,28,31.0,86.0,80,200
Deaths,2023-09-30,80+,4.1,8.8,0.0,0.5,0.0,24398,11382.0,47134.0,1,1.0,0.0,80,200
Deaths,2022-03-26,18-29,0.0,0.0,0.0,0.0,0.0,99220,220462.0,145029.0,0,0.0,0.0,18,29
Hospitalizations,2021-09-04,50-64,57.6,4.9,0.0,11.8,0.0,86807,323733.0,0.0,50,16.0,0.0,50,64
Deaths,2022-02-12,80+,44.0,25.8,9.7,1.7,4.5,27303,15497.0,41310.0,12,4.0,4.0,80,200
Deaths,2021-07-17,30-49,0.0,0.0,0.0,0.0,0.0,277043,487172.0,0.0,0,0.0,0.0,30,49
Deaths,2022-07-30,All,0.8,0.1,0.6,8.0,1.3,617241,853308.0,1009629.0,5,1.0,6.0,999,999
Deaths,2021-07-10,80+,9.0,0.0,0.0,0.0,0.0,33207,51643.0,0.0,3,0.0,0.0,80,200
Deaths,2021-04-17,18-29,0.6,0.0,0.0,0.0,0.0,327658,65029.0,0.0,2,0.0,0.0,18,29
Hospitalizations,2022-02-19,65-79,24.4,26.6,7.8,0.9,3.1,49241,56313.0,153089.0,12,15.0,12.0,65,79
Deaths,2022-01-15,50-64,41.7,3.8,1.2,11.0,34.8,52767,184203.0,171854.0,22,7.0,2.0,50,64
Hospitalizations,2023-05-27,All,1.7,0.9,2.6,1.9,0.7,535220,860357.0,1040665.0,9,8.0,27.0,999,999
Cases,2022-01-29,18-29,430.2,189.9,273.4,2.3,1.6,111576,231646.0,114102.0,480,440.0,312.0,18,29
Cases,2022-01-15,30-49,1314.3,808.7,751.4,1.6,1.7,154759,346990.0,239415.0,2034,2806.0,1799.0,30,49
Cases,2021-06-05,50-64,63.3,2.2,0.0,28.8,0.0,121592,270415.0,0.0,77,6.0,0.0,50,64
Deaths,2022-06-18,65-79,0.0,0.0,0.0,0.0,0.0,46695,46794.0,166552.0,0,0.0,0.0,65,79
Hospitalizations,2022-10-29,50-64,21.5,15.2,4.9,1.4,4.4,37238,125235.0,246658.0,8,19.0,12.0,50,64
Hospitalizations,2022-04-09,18-29,4.1,0.0,2.0,0.0,2.0,98229,219416.0,147442.0,4,0.0,3.0,18,29
Deaths,2021-05-29,50-64,8.0,0.0,0.0,0.0,0.0,125545,255939.0,0.0,10,0.0,0.0,50,64
Deaths,2021-10-30,50-64,6.9,1.5,0.0,4.6,0.0,72470,323521.0,18445.0,5,5.0,0.0,50,64
Hospitalizations,2023-07-08,65-79,2.5,2.3,2.3,1.1,1.1,39363,43427.0,171742.0,1,1.0,4.0,65,79
